City,Price,Day,Room Type,Shared Room,Private Room,Person Capacity,Superhost,Multiple Rooms,Business,Cleanliness Rating,Guest Satisfaction,Bedrooms,City Center _km_,Metro Distance _km_,Attraction Index,Normalised Attraction Index,Restraunt Index,Normalised Restraunt Index
Barcelona,138.9438,Weekend,Private room,FALSE,TRUE,2,FALSE,1,0,8,74,1,2.9349,0.3592,253.978,9.8064,494.5043,10.8626
Lisbon,164.8687,Weekday,Private room,FALSE,TRUE,2,FALSE,0,1,8,74,1,0.7435,0.6403,263.6781,8.7051,825.1798,36.9051
Lisbon,176.3602,Weekday,Entire home/apt,FALSE,FALSE,2,TRUE,0,1,8,74,1,1.0735,0.1893,189.7095,6.2631,541.0342,24.1971
Lisbon,258.2083,Weekday,Private room,FALSE,TRUE,2,FALSE,0,1,7,74,1,2.3261,0.2331,119.7428,3.9532,365.8917,16.364
Lisbon,239.4465,Weekend,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,8,74,0,0.7097,0.4002,244.8917,8.0773,893.3138,50.2066
Lisbon,215.0563,Weekend,Entire home/apt,FALSE,FALSE,2,TRUE,0,1,8,74,1,1.0735,0.1893,189.7102,6.2573,541.0363,30.4077
Lisbon,158.5366,Weekend,Private room,FALSE,TRUE,2,FALSE,0,1,8,74,1,0.7435,0.6403,263.6778,8.697,825.1776,46.3772
Lisbon,163.9306,Weekend,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,9,74,1,0.7431,0.1464,268.9293,8.8702,650.1533,36.5403
Lisbon,257.9737,Weekend,Private room,FALSE,TRUE,2,FALSE,0,1,7,74,1,2.3261,0.2331,119.7425,3.9495,365.8936,20.5642
Paris,344.1607,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,10,74,0,1.5216,0.141,438.2083,21.3318,1128.2416,66.295
Paris,359.0735,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,7,74,1,3.7188,0.2372,358.056,17.43,805.3322,47.3209
Paris,348.5879,Weekend,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,10,74,0,1.5216,0.141,438.2091,21.308,1128.2436,52.0485
Paris,405.4432,Weekend,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,7,74,1,3.7188,0.2372,358.0565,17.4105,805.3324,37.1519
Rome,184.4622,Weekday,Private room,FALSE,TRUE,2,FALSE,1,0,9,74,1,2.1989,0.2338,222.8904,4.9393,666.6221,14.5142
Rome,155.9395,Weekend,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,7,74,0,2.4227,1.0535,1070.6716,23.7212,2272.6661,49.5159
Rome,184.9297,Weekend,Private room,FALSE,TRUE,2,FALSE,1,0,9,74,1,2.1989,0.2339,222.8905,4.9382,666.623,14.5241
